날짜,,조회수,댓글,,게시글 URL,글 제목,,,,,,병원,작업자
2025-07-18,,289,11,,https://cafe.naver.com/feko/9709834,가슴수술 병원 추천 좀 부탁드려요🙏,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-07-17,,134,13,,https://cafe.naver.com/feko/9705476,가슴만 전문으로 하는 원장님 좀 알고싶어요!,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-07-17,,156,8,,https://cafe.naver.com/feko/9705369,가슴이 작아 미치겠어요,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-07-16,,176,19,,https://cafe.naver.com/feko/9701164,UIU가슴 자연스러운 느낌으로 해주는 병원 찾아요,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-07-15,,6,1,,https://gnun.link/comm/3440702,,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),오노 아키코 매니저
2025-07-15,,125,11,,https://cafe.naver.com/feko/9696876,뽕브라 탈출하고 싶은데 병원은 어디로 가보면 좋을지ㅜ,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-07-15,,108,4,,https://cafe.naver.com/feko/9696940,가슴수술 상담전에 꼭 알아야 할것들이 있나요,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-07-14,,154,2,,https://cafe.naver.com/feko/9692135,출산 후 가슴이 너무 처졌는데.. 서울에 성형외과요,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-07-14,,210,15,,https://cafe.naver.com/feko/9692008,가슴수술하신 분들 보형물 뭐 넣으셨어요?,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-07-10,,17,3,,https://gnun.link/comm/3433467,,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),오노 아키코 매니저
2025-07-10,,14,3,,https://gnun.link/comm/3433509,,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),오노 아키코 매니저
2025-07-09,,8,1,,https://gnun.link/comm/3430731,,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),오노 아키코 매니저
2025-07-09,,95,4,,https://cafe.naver.com/feko/9677306,바람 빠진것처럼 작아진 가슴 때문에 발품 가보려고요ㅜㅜ,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-07-09,,0,0,,https://cafe.naver.com/feko/9677227,,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-07-09,,15,3,,https://gnun.link/comm/3430010,,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),오노 아키코 매니저
2025-07-08,,10,2,,https://gnun.link/comm/3428627,,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),오노 아키코 매니저
2025-07-08,,132,11,,https://cafe.naver.com/feko/9672491,올해 가슴수술을 받을까 생각중인데요,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-07-08,,7,2,,https://gnun.link/comm/3427837,,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),오노 아키코 매니저
2025-07-07,,10,4,,https://gnun.link/comm/3425395,,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),오노 아키코 매니저
2025-07-07,,14,5,,https://gnun.link/comm/3426182,,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),오노 아키코 매니저
2025-07-07,,0,0,,https://cafe.naver.com/feko/9667300,,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-07-07,,0,0,,https://cafe.naver.com/feko/9667037,,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-07-07,,16,9,,https://gnun.link/comm/3425632,,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),오노 아키코 매니저
2025-07-04,,21,3,,https://gnun.link/comm/3423034,,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),오노 아키코 매니저
2025-07-04,,25,2,,https://gnun.link/comm/3423248,,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),오노 아키코 매니저
2025-07-03,,91,6,,https://cafe.naver.com/feko/9656149,기초 자산도 없는데 짝짝이었던분 계세요?,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-07-03,,0,0,,https://cafe.naver.com/feko/9655876,,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-07-03,,0,0,,https://cafe.naver.com/feko/9655741,,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-07-01,,185,18,,https://cafe.naver.com/feko/9647419,가슴으로 유명한 병원 리스트 좀 알고싶어요!,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-06-30,,0,0,,https://cafe.naver.com/feko/9642649,,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-06-30,,107,7,,https://cafe.naver.com/feko/9642891,자연스럽게 잘해주는 병원...,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-06-30,,119,7,,https://cafe.naver.com/feko/9642005,자산이 거의 없는 가슴이라 상담 받아보게요ㅠㅠ,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-06-30,,0,0,,https://cafe.naver.com/feko/9642375,,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-06-26,,0,0,,https://cafe.naver.com/feko/9631398,,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-06-26,,0,0,,https://cafe.naver.com/feko/9631117,,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-06-24,,0,0,,https://cafe.naver.com/feko/9622591,,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-06-23,,0,0,,https://cafe.naver.com/feko/9617209,,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-06-23,,76,4,,https://cafe.naver.com/feko/9617382,가슴 실종된거 때문에 후기 보는데 상담을 받아볼까봐요,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-06-20,,242,20,,https://cafe.naver.com/feko/9610140,UU모양 가슴 전문으로 하는 병원 알아보는 중인데,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-06-19,,0,0,,https://cafe.naver.com/feko/9605669,,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-06-19,,0,0,,https://cafe.naver.com/feko/9605483,,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-06-18,,153,5,,https://cafe.naver.com/feko/9601445,다이어트 성공하면 뭐해요 가슴이 실종됐는데...,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-06-17,,245,24,,https://cafe.naver.com/feko/9596445,기초 자산 없는 가슴 수술 병원 추천좀요! UU모양...,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
2025-06-17,,0,0,,https://cafe.naver.com/feko/9596502,,,,,,,윈느성형외과 (내부용) (https://www.notion.so/2ca286f326ff8024a64ef0dc1e189d2b?pvs=21),차예나 매니저
