날짜,,게시글 URL,,,,,댓글,조회수,글 제목,NEW 댓글,,,병원,작업자
2025-09-22,,https://cafe.naver.com/feko/9930693,,,,,12,417,눈재수술과 내시경이마거상 같이 한 이유와 수술후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-09-19,,https://sungyesa.com/new/b01/1203305,,,,,,,늘린 코수술 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-19,,https://cafe.naver.com/feko/9923586,,,,,10,154,이마축소 상담 받았는데 이마축소 하기 좋은 조건이래요 ㅋㅋ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-19,,https://cafe.naver.com/feko/9923165,,,,,6,239,내시경이마거상 실고정 본터널링으로 받은 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-09-18,,https://sungyesa.com/new/d04/314855,,,,,,,얼굴지흡 전후차이 대박이에요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-18,,https://cafe.naver.com/feko/9919652,,,,,4,91,얼굴지방흡입 실리프팅 일주일 됐는데 붓기 진짜 없는거 같아요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-18,,https://cafe.naver.com/feko/9919638,,,,,13,203,무보형물로 코끝이랑 매부리코 수술한 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-09-18,,https://cafe.naver.com/feko/9919031,,,,,13,59,저 눈재 성공한것같아요ㅠㅠㅠ!!!👍,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-09-17,,https://sungyesa.com/new/d03/706044,,,,,,,4년만에 눈재수술 받고 성공,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-17,,https://cafe.naver.com/feko/9915049,,,,,0,51,얼굴지방흡입 상담 받고왔어요 ㅎㅎ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-17,,https://cafe.naver.com/feko/9914991,,,,,18,472,이마축소 히트 김정호원장님께 받구 한달 지남용,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-17,,https://cafe.naver.com/feko/9914492,,,,,4,185,히트 이마축소 상담후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-17,,https://cafe.naver.com/feko/9913897,,,,,7,183,내시경이마거상 본터널링 실고정 수술 1주차 찐후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-09-17,,https://cafe.naver.com/feko/9913698,,,,,2,53,풀린눈 재수술 병원 정했어요~,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-09-16,,https://cafe.naver.com/feko/9910759,,,,,13,377,내시경이마거상 장단점 3달차 수술후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-09-16,,https://cafe.naver.com/feko/9909791,,,,,4,150,얼굴지방흡입 하고 얼굴 굴곡 싹 정리됐어요❤️❤️❤️,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-15,,https://sungyesa.com/new/d03/705707,,,,,,,눈재수술 했는데 이게 마지막인거면 좋겠다!!!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-15,,https://cafe.naver.com/feko/9905779,,,,,5,378,이마축소 수술후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-15,,https://cafe.naver.com/feko/9905653,,,,,2,81,히트 유상수원장님 상담 친절하게 잘해주셨어요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-09-15,,https://cafe.naver.com/feko/9905564,,,,,30,347,히트성형외과에서 얼굴지방흡입 실리프팅 받구왔어요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-15,,https://cafe.naver.com/feko/9905063,,,,,0,0,,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-09-12,,https://cafe.naver.com/feko/9898065,,,,,14,247,화살코 때문에 자연스럽게 코수술 받은 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-09-11,,https://cafe.naver.com/feko/9895673,,,,,29,249,히트 이마축소 상담 후기 공유해요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-11,,https://cafe.naver.com/feko/9895199,,,,,8,240,얼굴지방흡입 상담때 CT 안찍었으면 윤곽수술 받으러 갈뻔,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-11,,https://cafe.naver.com/feko/9895003,,,,,5,98,실고정 본터널링 내시경이마거상 상담후기요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-09-10,,https://cafe.naver.com/feko/9890928,,,,,4,287,이마축소 신중하게 받으세요~,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-10,,https://cafe.naver.com/feko/9890327,,,,,85,972,히트성형외과 내시경이마거상 상담후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-09-09,,https://sungyesa.com/new/b01/1201939,,,,,,,코수술 https://sungyesa.com/new/bbs/board.php?bo_table=b01&wr_id=1201939,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-09,,https://cafe.naver.com/feko/9885905,,,,,3,34,강남 안면거상 상담후기 (히트성형외과),No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-09-09,,https://cafe.naver.com/feko/9885517,,,,,9,365,이마거상이랑 쌍수 같이 하니까 이미지 확 바뀌네요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-09-09,,https://cafe.naver.com/feko/9884058,,,,,6,185,서울 이마축소 상담후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-08,,https://sungyesa.com/new/d04/314241,,,,,,,이마축소 받았어~,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-08,,https://cafe.naver.com/feko/9880607,,,,,2,217,코수술 성공해서 남기는 후기😤♥️,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-09-05,,https://sungyesa.com/new/d04/314049,,,,,,,https://sungyesa.com/new/bbs/board.php?bo_table=d04&wr_id=314049,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-05,,https://cafe.naver.com/feko/9875217,,,,,16,293,히트성형외과 얼굴지방흡입 실리프팅 최주헌원장님 후기!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-04,,https://sungyesa.com/new/b01/1201047,,,,,,,복코+매부리코 코수술 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-04,,https://cafe.naver.com/feko/9871336,,,,,4,63,연휴전에 쌍수 받을수있겠어요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-09-04,,https://cafe.naver.com/feko/9870579,,,,,19,348,이마축소 히트성형외과 세달 지난 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-04,,https://cafe.naver.com/feko/9870571,,,,,0,0,,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-09-04,,https://cafe.naver.com/feko/9870080,,,,,12,151,얼굴지방흡입 히트성형외과 상담요! 참고하세요ㅎ0ㅎ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-03,,https://cafe.naver.com/feko/9866601,,,,,4,142,내시경이마거상 2달차 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-09-03,,https://cafe.naver.com/feko/9865188,,,,,4,347,"쌍수 전,후 차이가 이렇게 크다구!?",No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-09-02,,https://sungyesa.com/new/d03/703614,,,,,,,자연유착 눈매교정 트임하고 눈 떳어 ㅋㅋㅋ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-02,,https://cafe.naver.com/feko/9862131,,,,,18,411,"내시경이마거상, 자연유착 쌍수 같이받고온 후기",No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-09-01,,https://cafe.naver.com/feko/9857851,,,,,8,35,눈재수술 전날 주의할거 있을까요?,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-09-01,,https://sungyesa.com/new/d04/313670,,,,,,,이마축소 하니까 헤어라인도 교정된느낌..?,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-09-01,,https://cafe.naver.com/feko/9857134,,,,,0,0,,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-08-29,,https://sungyesa.com/new/d04/313486,,,,,,,얼지흡 회복 짱 빠름~ 2주차 사진임,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-29,,https://cafe.naver.com/feko/9850243,,,,,66,321,이마축소 정말 잘한 선택인거 같아요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-29,,https://cafe.naver.com/feko/9849827,,,,,17,300,내시경이마거상 3달차 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-08-28,,https://cafe.naver.com/feko/9847400,,,,,8,233,코수술 너무 만족하는 1달차 성형후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-08-28,,https://sungyesa.com/new/b01/1199804,,,,,,,복코 자연스러운 직반으로 수술 귯귯,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-27,,https://sungyesa.com/new/m02/43042,,,,,,,웨촬 전 남친 쌍수함,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-27,,https://cafe.naver.com/feko/9842008,,,,,8,145,히트성형외과 안면거상 미니거상 전문원장님 상담후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-08-27,,https://cafe.naver.com/feko/9841879,,,,,11,253,얼굴지방흡입 전후차이 대박이네요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-27,,https://cafe.naver.com/feko/9841622,,,,,6,119,이마축소 반년 지나니까 너무너무 자연스러워요 ㅎㅎ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-26,,https://sungyesa.com/new/d04/313227,,,,,,,이마축소 골막고정 했어요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-26,,https://cafe.naver.com/feko/9838306,,,,,2,247,4년만에 눈재수술 받은거 성공한거 같아요;;;,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-08-26,,https://cafe.naver.com/feko/9837513,,,,,4,75,얼굴지방흡입 멍 붓기 그렇게 심하지 않네요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-25,,https://sungyesa.com/new/d04/313134,,,,,,,얼굴지방흡입 실리프팅 수술 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-25,,https://cafe.naver.com/feko/9831941,,,,,5,143,무보형물로 수술받은거 잘된거 같아요 ㅁㅊㅁㅊ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-08-22,,https://sungyesa.com/new/b01/1198728,,,,,,,기능+미용코 후기 공유해요!!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-22,,https://cafe.naver.com/feko/9826245,,,,,2,237,이마축소 실밥제거 하고 왔어요~,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-22,,https://cafe.naver.com/feko/9826196,,,,,6,126,얼굴지방흡입 실리프팅 했어요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-22,,https://cafe.naver.com/feko/9825645,,,,,12,265,이번이 마지막 눈재수술 대성공!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-08-21,,https://cafe.naver.com/feko/9821803,,,,,2,42,얼굴지방흡입 상담 받구 왔어요!!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-21,,https://cafe.naver.com/feko/9821941,,,,,10,210,자려한 느낌나면서 자연스럽게 코수술 잘된후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-08-21,,https://cafe.naver.com/feko/9821614,,,,,18,605,이마축소 이벤트 히트성형외과 수술 후기 공유해요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-21,,https://sungyesa.com/new/d03/701713,,,,,,,내시경이마거상+눈재수술 같이 하구 한달도 안됨!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-20,,https://cafe.naver.com/feko/9816440,,,,,3,143,쌍수+이마축소 세달차에요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-20,,https://sungyesa.com/new/b01/1198222,,,,,,,코 첫수술 때 매부리 교정 안돼서 코재수술 했어ㅠㅠ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-20,,https://cafe.naver.com/feko/9815350,,,,,27,809,신논현역 히트성형외과 이마축소 후기~~,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-19,,https://sungyesa.com/new/d04/312620,,,,,,,https://sungyesa.com/new/bbs/board.php?bo_table=d04&wr_id=312620,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-19,,https://cafe.naver.com/feko/9812799,,,,,50,817,얼굴지방흡입 실리프팅 히트성형외과 3주차 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-19,,https://cafe.naver.com/feko/9812784,,,,,3,39,내일 쌍트 받는데 너무 떨려요!!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-08-19,,https://cafe.naver.com/feko/9812628,,,,,4,127,안면거상 1달차 후기요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-08-18,,https://sungyesa.com/new/d04/312487,,,,,,,이마축소 했는데 2cm 차이가 이렇게 크다니 ㅋㅋ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-18,,https://cafe.naver.com/feko/9807853,,,,,1,77,이마축소 상담후기 히트 김정호원장님으로 결정했어요~~,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-18,,https://cafe.naver.com/feko/9807502,,,,,18,204,히트 내시경이마거상 실고정 한상철원장님 상담후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-08-18,,https://cafe.naver.com/feko/9807296,,,,,23,414,히트 복코+매부리코 코수술 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-08-14,,https://sungyesa.com/new/d04/312231,,,,,,,얼굴지방흡입 얼굴지방이식 실리프팅 했슴둥,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-14,,https://cafe.naver.com/feko/9801027,,,,,4,190,자연유착 눈교 트임했는데 이정도면 성공인거죠?,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-14,,https://cafe.naver.com/feko/9801022,,,,,1,208,히트성형외과에서 쌍수 하기로 했어요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-08-14,,https://cafe.naver.com/feko/9800985,,,,,8,99,얼굴지방흡입 히트에서 하기로 했어요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-13,,https://cafe.naver.com/feko/9797018,,,,,7,355,이마축소 전후차이 보실분.. ㅋㅋ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-13,,https://cafe.naver.com/feko/9796623,,,,,0,0,,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-08-13,,https://sungyesa.com/new/d03/700469,,,,,,,쌍수 시키고 안경도 벗겨놨다 드디어,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-12,,https://cafe.naver.com/feko/9793150,,,,,8,269,얼굴지방흡입 회복 빠르죠 2주차고 실리프팅도 한거에요 ~,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-12,,https://sungyesa.com/new/d04/312026,,,,,,,이중턱 얼굴지방흡입 회복 빠르다,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-12,,https://cafe.naver.com/feko/9792628,,,,,0,0,,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-08-12,,https://cafe.naver.com/feko/9791606,,,,,6,187,이마축소 5일차,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-12,,https://cafe.naver.com/feko/9791544,,,,,0,72,실리프팅 얼굴지방흡입 히트성형외과에서 받고왔어요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-11,,https://sungyesa.com/new/d04/311855,,,,,,,이마 넓어서 이마축소 했는데 효과 너무 좋아요,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-11,,https://cafe.naver.com/feko/9787569,,,,,4,242,낮고 작은 복코 자연스럽게 오똑해지기 대성공,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-08-11,,https://cafe.naver.com/feko/9787529,,,,,2,64,쌍수상담 너무 만족했어요!!!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-08-11,,https://cafe.naver.com/feko/9786366,,,,,41,666,히트성형외과 이마축소 상담 가격 공유,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-11,,https://cafe.naver.com/feko/9786013,,,,,12,142,이마축소 히트에서 수술했어요~,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-08,,https://sungyesa.com/new/b01/1196173,,,,,,,무보형물 비중격으로 코수술 받았어,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-08,,https://cafe.naver.com/feko/9779525,,,,,8,374,웨딩촬영전에 남자친구 쌍수했는데 인상 선해졋어요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-08-07,,https://cafe.naver.com/feko/9776703,,,,,2,71,자연유착으로 쌍수 완룡~,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-08-07,,https://sungyesa.com/new/b01/1195967,,,,,,,필러 녹이고 코수술 했는데 모양 교정 넘 잘 됏어ㅜㅜ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-07,,https://cafe.naver.com/feko/9776576,,,,,27,594,히트성형외과에서 이마축소 골막고정 했어요...!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-07,,https://cafe.naver.com/feko/9775297,,,,,4,198,실고정 본터널링으로 내시경이마거상 받은지 3주차후기ㅜㅜ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-08-06,,https://cafe.naver.com/feko/9772440,,,,,11,227,신논현역 얼굴지방흡입 실리프팅 수술 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-06,,https://sungyesa.com/new/d04/311406,,,,,,,이마축소 수술 후기 (2cm 줄였삼),No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-06,,https://cafe.naver.com/feko/9771832,,,,,12,251,고민만 수천번하다 이마축소 히트성형외과 이벤트 상담 받고왔어용!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-05,,https://sungyesa.com/new/d04/311304,,,,,,,얼굴지방흡입이랑 실리프팅 수술 받았어,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-05,,https://cafe.naver.com/feko/9767252,,,,,19,124,이마축소 상담 다녀왔어요~,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-05,,https://cafe.naver.com/feko/9767119,,,,,28,422,히트성형외과 얼굴지방흡입+실리프팅 수술 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-05,,https://cafe.naver.com/feko/9766487,,,,,0,0,,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-08-04,,https://cafe.naver.com/feko/9762759,,,,,8,99,히트에서 자연유착으로 쌍수받았어요!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),김채운 매니저
2025-08-04,,https://cafe.naver.com/feko/9762602,,,,,10,215,내시경이마거상 1달차 후기,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-08-04,,https://cafe.naver.com/feko/9762473,,,,,14,261,눈재+내시경이마거상 같이 받은지 2주정도 됐어요..!,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-08-01,,https://sungyesa.com/new/d04/310967,,,,,,,눈재 받으면서 이마거상 하길 잘한듯해..,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-08-01,,https://cafe.naver.com/feko/9756884,,,,,11,384,코재수술 후기 점점 갈수록 코가 더 맘에드는 중...ㅠ,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
2025-08-01,,https://sungyesa.com/new/m02/42799,,,,,,,눈매교정이 눈 커지게 만들어주네,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),문나래 매니저
2025-07-31,,https://cafe.naver.com/feko/9753005,,,,,0,0,,No,,,히트성형외과 (내부용) (https://www.notion.so/223286f326ff800c91bdfddc58cd46d2?pvs=21),차예나 매니저
