날짜,글 제목,게시글 URL,,,댓글,조회수,,,,병원,,,작업자
2025-10-20,상체 지방추출주사 상담 받고 추출도 하고 왔어요,https://cafe.naver.com/newsmaker/1075349,,,2,33,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-20,"팔뚝, 부유방, 등살 상체 지방추출주사 상담이랑 시술 동시에 해버렸어요",https://cafe.naver.com/feko/10008663,,,2,75,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-17,,https://abr.ge/1bms6j,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-17,,https://abr.ge/40zybr,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-17,,https://abr.ge/l6ogop,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-17,,https://abr.ge/j7hmal,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-17,,https://abr.ge/6ucq72v,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-17,지방추출주사 하기루 했어요~,https://cafe.naver.com/beautycool/441028,,,5,39,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-17,지방추출주사 상담받고 왔어요,https://cafe.naver.com/newsmaker/1074981,,,2,27,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-17,신사역 지힐링스퀘어 지방추출주사 상담 다녀왔어요~,https://cafe.naver.com/feko/10002582,,,16,279,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-16,붓기 있고 없고 차이가 꽤 큰 것 같아요,https://cafe.naver.com/feko/9997846,,,2,62,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-10-16,,https://abr.ge/x10efn,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-15,,https://abr.ge/a7sixe,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-15,,https://abr.ge/t1xfd6m,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-15,,https://abr.ge/nhet7w,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-15,,https://abr.ge/h0vep65,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-15,,https://abr.ge/9iavc4,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-15,,https://abr.ge/3oh6d6,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,오노 아키코 매니저
2025-10-15,,https://abr.ge/uzppyy,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-15,,https://abr.ge/yoz1ld,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-15,,https://abr.ge/4bykt7,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-15,,https://abr.ge/c4r9rfb,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-15,,https://abr.ge/psmq47e,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-15,,https://abr.ge/3gz62z,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-15,,https://abr.ge/f21jmg,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-15,,https://abr.ge/0ttj9za,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-15,,https://abr.ge/tmv9d1,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-15,,https://abr.ge/i64992,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-15,,https://abr.ge/g8wn1e,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-15,,https://abr.ge/noonu3,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-15,,https://abr.ge/93h4ew,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-15,,https://abr.ge/c6aqbk,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-15,,https://abr.ge/rbnolp,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-10-14,,https://abr.ge/djwtxq,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-14,,https://abr.ge/agsc5nz,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-14,,https://abr.ge/99bxb0q,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-14,,https://abr.ge/asxx4j,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-14,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-14,한달 지난 지금 허벅지 너무 만족해요~~,https://cafe.naver.com/beautycool/440949,,,4,47,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-14,지방추출주사 허벅지 한달 지났어요~,https://cafe.naver.com/newsmaker/1074515,,,1,41,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-14,허벅지 승마살 안쪽살 지방추출주사 지팻 한달이 지났네요~^^..,https://cafe.naver.com/feko/9990272,,,2,173,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-14,팔뚝살이랑 뱃살 지팻으로 뺀 후기,https://cafe.naver.com/fox5282/4435928,,,2,55,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-10-13,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-13,,https://abr.ge/zgtzd3k,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-13,,https://abr.ge/4fn4qg,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-13,,https://abr.ge/q5584oq,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-13,,https://abr.ge/e6iwut,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-13,일주일 지나고 적어보는 지팻 후기,https://cafe.naver.com/feko/9984726,,,3,196,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-10-13,수면마취 하고 팔뚝 허벅지 지방추출주사 했어용,https://cafe.naver.com/beautycool/440899,,,2,55,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-13,지힐링스퀘어에서 지방추출주사 수면마취로 했어용!,https://cafe.naver.com/newsmaker/1074266,,,2,36,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-13,지힐링스퀘어 지방추출주사 지팻 수면마취 시술후기,https://cafe.naver.com/feko/9983232,,,56,430,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-10,,https://abr.ge/4buwz2,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-10,,https://abr.ge/czivgm,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-10,,https://abr.ge/pmpft5,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-10,,https://abr.ge/u2t9wg,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-10,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-10,허벅지 추출주사 후기,https://cafe.naver.com/beautycool/440856,,,2,29,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-10,허벅지 지방추출 후 두달 차 (지팻),https://cafe.naver.com/newsmaker/1074025,,,2,35,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-10,허벅지 지방추출주사 한지 두달 지났어요~,https://cafe.naver.com/feko/9977611,,,4,64,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-10,팔뚝이랑 뱃살 지팻으로 뽑은지 한달 됐어요,https://cafe.naver.com/feko/9977286,,,3,76,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-10-02,,https://abr.ge/jusd4sa,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-02,,https://abr.ge/l8s4ma,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-02,,https://abr.ge/ooblop,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-02,,https://abr.ge/v8p9y6,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-02,,https://abr.ge/de1zj2,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-01,,https://abr.ge/w8e9n4,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-01,,https://abr.ge/ft97k7,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-01,,https://abr.ge/75smtd,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-01,,https://abr.ge/t6kv4r,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-01,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-10-01,지힐링에서 지팻했어요,https://cafe.naver.com/beautycool/440721,,,5,87,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-01,지방추출주사 하고 왔어요,https://cafe.naver.com/newsmaker/1073253,,,4,22,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-01,지힐링스퀘어에서 러브핸들이랑 복부 지팻(지방추출주사) 받고 지금 2일 차예요ㅋㅋㅋ,https://cafe.naver.com/feko/9962398,,,5,201,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-01,지방추출주사 상담받고 왔어요,https://cafe.naver.com/newsmaker/1073251,,,2,25,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-01,지방추출주사 병원마다 차이가 있네요 ㅠ,https://cafe.naver.com/beautycool/440720,,,2,39,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-10-01,신사역 지방추출주사 지팻 상담후기,https://cafe.naver.com/feko/9962162,,,40,327,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-30,,https://cafe.naver.com/feko/9957223,,,0,0,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-09-29,막연했던 지방추출주사 상담 받으니 정리가 되네요ㅋㅋ,https://cafe.naver.com/feko/9953582,,,2,62,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-09-29,허벅지 지방 뽑고 왔어요 다리가 욱씬욱씬ㅠㅠ,https://cafe.naver.com/feko/9954151,,,2,94,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-09-29,,https://abr.ge/rz7gu7,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,오노 아키코 매니저
2025-09-26,상체 하체 추출주사 한번에 해버렸어요,https://cafe.naver.com/beautycool/440618,,,0,11,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-26,지방추출주사로 허벅지랑 팔 빼고 왔어요!,https://cafe.naver.com/newsmaker/1072807,,,0,18,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-26,"허벅지, 팔뚝 지팻 드디어 했어요!",https://cafe.naver.com/feko/9948278,,,4,131,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-26,,https://abr.ge/b4mjsv,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-26,,https://abr.ge/jew1js,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-26,,https://abr.ge/t5uvyt,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-26,팔뚝+브라라인 지팻 했어요,https://cafe.naver.com/feko/9947065,,,10,94,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-09-25,,https://abr.ge/psq0dm,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-25,,https://abr.ge/4in6bl,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-25,,https://abr.ge/sxvsjp,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-25,지방추출주사 하러 다녀올게요오,https://cafe.naver.com/beautycool/440588,,,3,28,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-25,지팻 상담 받고 왔어요!ㅋㅋ,https://cafe.naver.com/newsmaker/1072615,,,1,24,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-25,"러브핸들, 복부 지팻 상담 다녀왔어요 ㅋㅋㅋ",https://cafe.naver.com/feko/9944032,,,12,86,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-25,운동으로 빠지지 않던 허벅지 이번에 선택한건 지팻,https://cafe.naver.com/feko/9942831,,,2,53,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-09-24,,https://abr.ge/5j7uyl,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-24,,https://abr.ge/gkcw9i,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-24,,https://abr.ge/d9mpvr,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-24,상담 끝~~ 생각보다 시간이 걸리네요,https://cafe.naver.com/feko/9938258,,,2,59,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,"김예지 매니저,김예지 매니저"
2025-09-24,,https://abr.ge/2w8603,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-09-24,,https://abr.ge/kfm0nz,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-09-24,,https://abr.ge/i0zdkj,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-09-24,,https://abr.ge/drsb7w,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-09-24,,https://abr.ge/ck5arj,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-09-24,,https://abr.ge/up07kr,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-09-24,,https://abr.ge/4eik00,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-09-24,,https://abr.ge/10u3kj,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-09-24,,https://abr.ge/5h4l22,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-09-24,,https://abr.ge/hf1a2x,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-09-23,,https://abr.ge/69uw8n,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-23,,https://abr.ge/psk76l,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-23,,https://abr.ge/bd7rqi,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-23,어제 상담 받고 지방추출주사 할 예정..,https://cafe.naver.com/beautycool/440522,,,2,19,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-23,"팔, 다리 지방추출주사 상담받고 왔어요",https://cafe.naver.com/newsmaker/1072294,,,1,18,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-23,"신사역 지방추출주사 지힐링 지팻 허벅지, 팔뚝 상담 후기에요",https://cafe.naver.com/feko/9934125,,,29,251,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-23,허벅지 지팻 한달차에요!,https://cafe.naver.com/feko/9932875,,,10,193,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-09-23,시간 순서대로 적어보는 복부 지팻 후기,https://cafe.naver.com/feko/9932690,,,5,87,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-09-22,,https://abr.ge/ox3ylh,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-22,,,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-22,,https://abr.ge/16pi83,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-22,"팔뚝, 복부 지팻 예정인데 효과 좋을까요?",https://cafe.naver.com/beautycool/440490,,,2,21,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-22,지방추출주사 지힐링 상담 받었어요,https://cafe.naver.com/newsmaker/1072149,,,6,33,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-22,,https://abr.ge/5ex15a,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,오노 아키코 매니저
2025-09-22,신사역 지방추출주사 상담 견적 받아왔어요!,https://cafe.naver.com/feko/9927945,,,8,49,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-19,,https://abr.ge/2170s2,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-19,,https://abr.ge/hkj5fw,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-19,,https://abr.ge/80q4sg,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-18,,https://abr.ge/r1hd4d,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-18,,https://abr.ge/bap3t5,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-18,,https://abr.ge/cr45g7,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-18,지팻 허벅지 안쪽 2주차 팔뚝 1일차!! 2주 차이로 지방추출주사 했어요,https://cafe.naver.com/feko/9918944,,,19,225,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-18,일자팔 된거 전후차이 어때요!,https://cafe.naver.com/beautycool/440424,,,2,40,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-18,지방추출주사 두달 지나고 만족도 대박적이에용,https://cafe.naver.com/newsmaker/1071749,,,10,45,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-18,"복부, 팔뚝 지방추출주사 2개월 차 많이 받은 질문 정리했어요",https://cafe.naver.com/feko/9917733,,,12,213,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,문나래 매니저
2025-09-18,다른 곳은 다 빠져도 팔뚝은 안 빠져서 지출주 상담 다녀왔어요,https://cafe.naver.com/feko/9919833,,,2,37,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,김예지 매니저
2025-09-17,,https://abr.ge/hx8npt,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
2025-09-17,,https://abr.ge/bni4e5,,,,,,,,지힐링스퀘어 (내부용)  (https://www.notion.so/242286f326ff800a8a51e553f0e31e36?pvs=21),,,홍채이
